tau,tpr,fpr
0.5105265721725625,0.975,0.337612323491656
0.5111574894516161,0.975,0.33825417201540436
0.5120289360109904,0.975,0.33889602053915274
0.5133818164861202,0.975,0.3395378690629012
0.5143294978745037,0.975,0.34017971758664955
0.5150175851548078,0.975,0.34082156611039793
0.5152042028740975,0.975,0.34146341463414637
0.5152230321847454,0.975,0.34210526315789475
0.5154181934913701,0.975,0.3427471116816431
0.5159313752387751,0.975,0.3433889602053915
0.5161672054267227,0.975,0.34403080872913994
0.5162745612080357,0.975,0.3446726572528883
0.5163206308772272,0.975,0.3453145057766367
0.5178949193604129,0.975,0.3459563543003851
0.519139254222814,0.975,0.3465982028241335
0.5191905888081546,0.975,0.3472400513478819
0.5199538302812766,0.975,0.3478818998716303
0.519991013099052,0.975,0.3485237483953787
0.5225707411631955,0.975,0.3491655969191271
0.5229845030107041,0.975,0.3498074454428755
0.5231934372769336,0.975,0.3504492939666239
0.5235117319041211,0.975,0.35109114249037227
0.524261177918194,0.975,0.35173299101412064
0.5252976664498266,0.975,0.3523748395378691
0.526554066013119,0.975,0.35301668806161746
0.5284148551085426,0.975,0.35365853658536583
0.528946413631253,0.975,0.35430038510911427
0.5293377187541274,0.975,0.35494223363286265
0.5299030530379585,0.975,0.355584082156611
0.5299374283015318,0.975,0.35622593068035946
0.5299487875327166,0.975,0.35686777920410784
0.530313561272361,0.975,0.3575096277278562
0.5307135048606161,0.975,0.3581514762516046
0.5309627054532381,0.975,0.35879332477535303
0.5312763929198009,0.975,0.3594351732991014
0.5313315548027701,0.975,0.3600770218228498
0.5314332162782401,0.975,0.3607188703465982
0.5320756362569853,0.975,0.3613607188703466
0.5324597576836889,0.975,0.362002567394095
0.5327539225086079,0.975,0.3626444159178434
0.5327568598678482,0.975,0.3632862644415918
0.5334896964479018,0.975,0.36392811296534017
0.5335410437963316,0.975,0.365211810012837
0.534581255865745,0.975,0.36585365853658536
0.534787491032333,0.975,0.36649550706033374
0.5348138391533999,0.975,0.36713735558408217
0.535117771939045,0.975,0.36777920410783055
0.536059344414911,0.975,0.3684210526315789
0.5360894348760358,0.975,0.36906290115532736
0.5362821619691431,0.975,0.36970474967907574
0.5366963130290501,0.975,0.3703465982028241
0.5370425305564864,0.975,0.37098844672657255
0.5372261024999658,0.975,0.37163029525032093
0.537697968674856,0.975,0.37291399229781774
0.5388329532956362,0.975,0.3735558408215661
0.5393754195630034,0.975,0.3748395378690629
0.5394305127078368,0.975,0.3761232349165597
0.5409671436513342,0.975,0.37676508344030807
0.5411198220694635,0.975,0.3774069319640565
0.541512854874024,0.975,0.3780487804878049
0.5434053441181746,0.975,0.37869062901155326
0.5446803026249651,0.975,0.3793324775353017
0.5453120044923672,0.975,0.37997432605905007
0.5479348979245376,0.975,0.38061617458279845
0.548482338723813,0.975,0.38125802310654683
0.5485101340559002,0.975,0.38189987163029526
0.5494482397098359,0.975,0.38254172015404364
0.5498753099185543,0.975,0.383183568677792
0.5514687446048803,0.975,0.38382541720154045
0.5516735733596317,0.975,0.38446726572528883
0.5529626449036579,0.975,0.3851091142490372
0.5534233315983347,0.975,0.38575096277278564
0.5540441657740454,0.975,0.386392811296534
0.5545834799362195,0.975,0.3870346598202824
0.5546516930997314,0.975,0.38767650834403083
0.5556952879147492,0.975,0.3883183568677792
0.555995231781918,0.975,0.3889602053915276
0.5567512498635604,0.975,0.38960205391527597
0.5569010040831388,0.975,0.3902439024390244
0.5572014962977788,0.975,0.3908857509627728
0.5573186642953373,0.975,0.39152759948652116
0.5576815346546136,0.975,0.3921694480102696
0.557813487816043,0.975,0.392811296534018
0.558007949143114,0.975,0.39345314505776635
0.5582983571110574,0.975,0.3940949935815148
0.5595339684891467,0.975,0.39473684210526316
0.559810020076171,0.975,0.39537869062901154
0.5599608348994233,0.975,0.39602053915276
0.5600558076787935,0.975,0.39666238767650835
0.5602634934132265,0.975,0.39730423620025673
0.5607925123380381,0.975,0.3979460847240051
0.5613513206989377,0.975,0.39858793324775355
0.5623781933630556,0.975,0.3992297817715019
0.5624916539985205,0.975,0.3998716302952503
0.5626524008967787,0.975,0.40051347881899874
0.5629995497698607,0.975,0.4011553273427471
0.5634047770411831,0.975,0.4017971758664955
0.5635567991186033,0.975,0.4024390243902439
0.5640156083572331,0.975,0.4030808729139923
0.5645703503608508,0.975,0.4037227214377407
0.5653851436702223,0.975,0.40436456996148906
0.5664715862651558,0.975,0.4050064184852375
0.566686182807081,0.975,0.4056482670089859
0.5675952200412613,0.975,0.40629011553273425
0.5679024243040908,0.975,0.4069319640564827
0.5680004086782651,0.975,0.40757381258023107
0.5681542502063578,0.975,0.40821566110397944
0.5682205601958764,0.975,0.4088575096277279
0.5689626904850149,0.975,0.40949935815147626
0.5690946558699133,0.975,0.41014120667522463
0.5698618276961434,0.975,0.41078305519897307
0.5699519279956878,0.975,0.41142490372272145
0.5726300653037739,0.975,0.4120667522464698
0.5730587795063866,0.975,0.4127086007702182
0.5735606607308708,0.975,0.41335044929396664
0.5759513824213988,0.975,0.413992297817715
0.5765233942275813,0.975,0.4146341463414634
0.5778195311147832,0.975,0.41527599486521183
0.5785899845671768,0.975,0.4159178433889602
0.5794986551389931,0.975,0.4165596919127086
